name,horse_id,father,father_id,mother,mother_id,grand_father_1,grand_father_1_id,grand_father_2,grand_father_2_id,grand_mother_1,grand_mother_1_id,grand_mother_2,grand_mother_2_id
フロストシティ,2020110033,Frosted(米),000a012b42,TexasTwirl,000a01b116,Tapit(米),000a011248,ハードスパンHardSpun(米),000a0116a1,FastCookie,000a012b41,TexasTammy,000a0121b8
メイショウイセ,2020101740,メイショウボーラー,2001100650,メイショウサリー,2015101525,タイキシャトル,1994109686,ヨハネスブルグJohannesburg(米),000a0103b9,ナイスレイズNiceRaise(米),000a0066da,メイショウシオギリ,2004105766
ペイシャボビー,2020104574,シャンハイボビーShanghaiBobby(米),000a0127e4,ペイシャマリヤ,2013104604,Harlan'sHoliday,000a010cdf,タイキシャトル,1994109686,Steelin',000a012852,ハローアゲイン,2003105689
カラードレス,2020105202,ゴールドアクター,2011105266,コスモカラーズ,2006103799,スクリーンヒーロー,2004103328,クロフネ,1998110135,ヘイロンシン,1999104383,フォーティカラーズ,2000103218
ナイトブレーカー,2020106478,キズナ,2010105827,セキサンキセキ,2008101505,ディープインパクト,2002100816,フジキセキ,1992109618,キャットクイルCatequil(加),000a00646f,セキサンシラオキ,1990108827
タイムトラベラー,2020100066,フリオーソ,2004106867,グランオマージュ,2003102732,ブライアンズタイムBrian'sTime(米),000a000082,サンデーサイレンスSundaySilence(米),000a00033a,ファーザFursa(米),000a00685a,ジョリーザザJolieZaza(愛),000a0065e8
クレスティア,2020103544,リアルスティール,2012104889,ビッグワールドBigWorld(米),000a013db3,ディープインパクト,2002100816,CustomforCarlos,000a012b46,ラヴズオンリーミーLovesOnlyMe(米),000a01179f,TensasWeddingJoy,000a013ce2
ルルシュシュ,2020100572,リオンディーズ,2013105915,マダムチェロキー,2001105650,キングカメハメハ,2001103460,CherokeeRun,000a00214a,シーザリオ,2002100844,アンフォイルドUnfoiled(米),000a0067fe
セイジグラット,2020101937,ニシケンモノノフ,2011105438,ディスイズザライフ,2003105082,メイショウボーラー,2001100650,アグネスタキオン,1998101516,グリーンヒルコマチ,1998100923,スターマイライフ,1994109555
ロイヤルブライド,2018106044,ローズキングダム,2007103404,ピーチフィズ,2006101872,キングカメハメハ,2001103460,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,ローズバド,1998101861,プリンセスレビュー,2000103722
ルージュブラン,2018104601,エピファネイア,2010104155,グリサージュ,2011104485,シンボリクリスエス,1999110099,クロフネ,1998110135,シーザリオ,2002100844,リトルブレッシング,2002100555
ブラックデビル,2015105451,マンハッタンカフェ,1998101554,フサイチリニモ,2004102959,サンデーサイレンスSundaySilence(米),000a00033a,ジャングルポケット,1998101786,サトルチェンジSubtleChange(愛),000a000334,トキオリアリティー,1994109536
サトノフウジン,2017104743,ディープインパクト,2002100816,コンテスティッドContested(米),000a0120cc,サンデーサイレンスSundaySilence(米),000a00033a,Ghostzapper,000a010525,ウインドインハーヘアWindinHerHair(愛),000a0003a2,GoldVault,000a012006
ボルサリーノ,2017103621,シンボリクリスエス,1999110099,フレンチドール,2006106463,KrisS.,000a0016f2,フレンチデピュティFrenchDeputy(米),000a00013a,TeeKay,000a00b2b6,ワルツダンサー,1995105018
ラパンセソバージュ,2017106037,ダイワメジャー,2001103114,ブラジリアンビューティBrazilianBeauty(英),000a011a96,サンデーサイレンスSundaySilence(米),000a00033a,Galileo(愛),000a00232b,スカーレットブーケ,1988107320,Braziliz,000a011a21
シトラスタイム,2020103406,ドレフォンDrefong(米),000a013b82,シルバーポジー,2013106027,GioPonti(米),000a011a7e,クロフネ,1998110135,Eltimaas,000a013b81,ビーポジティブ,1999107040
オーケーパイレーツ,2020101037,ダイワメジャー,2001103114,ケースバイケース,2012110048,サンデーサイレンスSundaySilence(米),000a00033a,SeaTheStars(愛),000a011c78,スカーレットブーケ,1988107320,ウオッカ,2004104258
リーチザアマゾネス,2020102972,リーチザクラウン,2006102923,ノスタルジア,2015104619,スペシャルウィーク,1995103211,ノヴェリストNovellist(愛),000a012230,クラウンピース,1997103429,レッドディザイア,2006102929
コパノスタンリー,2020106943,コパノリッキー,2010106548,ソフィアルージュ,2003102310,ゴールドアリュール,1999106689,クロフネ,1998110135,コパノニキータ,2001107110,ビツキーロイヤル,1996105467
ミランダ,2020100034,ノヴェリストNovellist(愛),000a012230,メジャーフラガール,2010103665,Monsun,000a010db6,ダイワメジャー,2001103114,NightLagoon,000a01222f,アグネスラズベリ,2001103044
ソラカラノチカラ,2020110102,Justify(米),000a013f2d,Stayclassysandiego,000a01bde3,ScatDaddy(米),000a0114fe,RockportHarbor,000a0111ff,StageMagic,000a013f2c,LatinLynx,000a015112
ルージュレヴール,2020103116,モーリス,2011100655,レッドリヴェール,2011104324,スクリーンヒーロー,2004103328,ステイゴールド,1994108729,メジロフランシス,2001102948,ディソサードDesaucered(米),000a0000e5
ライジン,2020107082,Speightstown(米),000a011200,ケンジントンIIKensington(米),000a01596f,GoneWest,000a001be1,Kitten'sJoy(米),000a0119b3,SilkenCat,000a01120c,RumCharger,000a014f9b
トリシューラ,2020106748,ディスクリートキャットDiscreetCat(米),000a0113a1,クサナギノツルギ,2007102814,Forestry,000a002270,デュランダル,1999106756,PrettyDiscreet,000a0113bb,センボンザクラ,1992109534
カズオルデアニ,2020106286,ノヴェリストNovellist(愛),000a012230,ケイティーズジェム,2008103145,Monsun,000a010db6,ディープインパクト,2002100816,NightLagoon,000a01222f,ケイティーズファーストKatiesFirst(米),000a0001b4
ダブルシャープ,2015100887,ベーカバドBehkabad(仏),000a011dc0,メジロルーシュバー,2004102681,CapeCross,000a0022ae,アグネスタキオン,1998101516,Behkara,000a011d88,レールデュタン,1982105536
デュープロセス,2016110013,ダイワメジャー,2001103114,ローズローRoseLaw(英),000a0127eb,サンデーサイレンスSundaySilence(米),000a00033a,NewApproach,000a011656,スカーレットブーケ,1988107320,ShortSkirt,000a01276f
ホールシバン,2018100664,パイロPyro(米),000a01176a,サマリーズ,2010100704,Pulpit,000a002133,ハードスパンHardSpun(米),000a0116a1,WildVision,000a011794,ミスアドーラブルMissAdorable(米),000a0116f6
オーマイダーリン,2017104963,ディープインパクト,2002100816,ラブームLaBoum(独),000a011a9b,サンデーサイレンスSundaySilence(米),000a00033a,Monsun,000a010db6,ウインドインハーヘアWindinHerHair(愛),000a0003a2,LaBouche,000a011a29
ペドラフォルカ,2018100395,ディープインパクト,2002100816,サトノジョリー,2009102473,サンデーサイレンスSundaySilence(米),000a00033a,Bernardini(米),000a0111fe,ウインドインハーヘアWindinHerHair(愛),000a0003a2,ハニーローズHoneyRose(亜),000a0114e2
テーオーアマゾン,2016106582,エイシンフラッシュ,2007102951,ミヤコレッドローズ,2008106612,キングズベストKing'sBest(米),000a0022d2,キングカメハメハ,2001103460,ムーンレディMoonlady(独),000a010eb7,ミヤコサンライズ,1999103463
トゥインクルナイト,2020105280,カレンブラックヒル,2009106230,ネオヴェリーベリー,2006102944,ダイワメジャー,2001103114,ホワイトマズルWhiteMuzzle(英),1990109700,チャールストンハーバーCharlestonHarbor(米),000a00fe53,サンセットバレー,1998101570
クレッシェンド,2020109106,ドレフォンDrefong(米),000a013b82,キープレイヤー,2011109135,GioPonti(米),000a011a7e,メイショウボーラー,2001100650,Eltimaas,000a013b81,ニイガッタメール,2005103187
ミニクイアヒルノコ,2020107218,ラニ,2013110045,グレンチェック,2006106743,Tapit(米),000a011248,スターリングローズ,1997106560,ヘヴンリーロマンス,2000105086,ハウンドトゥース,1992108081
タイセイサンダー,2020106523,エイシンフラッシュ,2007102951,ナパ,2006103401,キングズベストKing'sBest(米),000a0022d2,スペシャルウィーク,1995103211,ムーンレディMoonlady(独),000a010eb7,ラヴァーズチェイス,1998101612
タガノルビー,2020105547,シルバーステート,2013105903,フレイミングスカイIIFlamingSky(英),000a0116cb,ディープインパクト,2002100816,RedRansom,000a001c68,シルヴァースカヤSilverskaya(米),000a0117fe,Nazoo,000a010089
リンポポヴァリー,2020106711,ヤマカツエース,2012102774,ピジョンレッド,2014103854,キングカメハメハ,2001103460,キングズベストKing'sBest(米),000a0022d2,ヤマカツマリリン,2004104162,レッドアゲート,2005101462
ルクスエルドラド,2020102164,ヘニーヒューズHennyHughes(米),000a011155,スマートメニル,2014104827,ヘネシーHennessy(米),000a000178,スマートファルコン,2005100097,MeadowFlyer,000a01117d,コルサトウショウ,2003105149
シゲルヴィンセント,2020106477,ヴィクトワールピサ,2007102923,ゴールドジェーン,2008101504,ネオユニヴァース,2000101426,キングカメハメハ,2001103460,ホワイトウォーターアフェアWhitewaterAffair(英),000a00039f,インキュラブルロマンティックIncurableRomantic(米),000a00659c
フジリョウエイ,2020104001,サトノクラウン,2012104668,フジキラメキ,2009101822,Marju,000a001fb6,ゼンノロブロイ,2000101517,ジョコンダIIJioconda(愛),000a011cf6,ナヴィガトリア,2004102810
クロステック,2019104741,ロードカナロア,2008103552,サプレザSahpresa(米),2005190003,キングカメハメハ,2001103460,Sahm,000a011651,レディブラッサム,1996107173,Sorpresa,000a01164f
マハロヌイロワ,2020105192,ハービンジャーHarbinger(英),000a011996,ウインマハロ,2012100225,Dansili,000a010a5f,マツリダゴッホ,2003104570,PenangPearl,000a011903,イクスキューズ,2004100763
フィーバーピッチ,2020103677,ハービンジャーHarbinger(英),000a011996,ランプフィーバー,2015110084,Dansili,000a010a5f,Ghostzapper,000a010525,PenangPearl,000a011903,GoldVault,000a012006
ヴァーチュアス,2019106744,ダイワメジャー,2001103114,ブリリアントクラン,2008101014,サンデーサイレンスSundaySilence(米),000a00033a,ロックオブジブラルタル,000a00fd4c,スカーレットブーケ,1988107320,スターズインハーアイズStarsInHerEyes(愛),000a00fe59
スズジャッカル,2018109102,ノヴェリストNovellist(愛),000a012230,トゥルヴァーユ,2010100162,Monsun,000a010db6,ダイワメジャー,2001103114,NightLagoon,000a01222f,グランバザール,1999102247
セイウンゴールド,2018103186,エピファネイア,2010104155,ゴールドグレース,2002103893,シンボリクリスエス,1999110099,エリシオHelissio(仏),1993190001,シーザリオ,2002100844,グレースウーマン,1985103922
ブリッツェンシチー,2016102372,ベルシャザール,2008103004,ケイティマイヒメ,2005101405,キングカメハメハ,2001103460,コロナドズクエストCoronado'sQuest(米),000a0000b5,マルカキャンディ,1996107183,ラスキンウォークRuskinWalk(英),000a0067be
セルレア,2017102095,ロードカナロア,2008103552,ダイワミストレス,2009105803,キングカメハメハ,2001103460,ダイワメジャー,2001103114,レディブラッサム,1996107173,サウンドバイト,2003102686
ピースオブエイト,2019105318,スクリーンヒーロー,2004103328,トレジャーステイト,2012104941,グラスワンダー,1995108676,OasisDream(英),000a010d4f,ランニングヒロイン,1993109144,ワイオラWyola(米),000a011dcf
ココロノトウダイ,2017105508,エイシンフラッシュ,2007102951,フェアリーダンス,2009106296,キングズベストKing'sBest(米),000a0022d2,アグネスタキオン,1998101516,ムーンレディMoonlady(独),000a010eb7,フェアリードールFairyDoll(米),000a006496
アトムヴェローチェ,2017101559,グランプリボス,2008103388,アトムスパンカー,2006106886,サクラバクシンオー,1989108341,ジェニュイン,1992109450,ロージーミスト,1997103687,アトムチェイサー,1995106525
ウインドラブリーナ,2017103328,ジャングルポケット,1998101786,ヤマトサクラコ,2009103328,トニービンTonyBin(愛),1983109006,ディープインパクト,2002100816,ダンスチャーマーDanceCharmer(米),000a00657c,チェリーラブ,1994108914
アークシップ,2020104522,マクフィ,000a011c77,マザーシップ,2011102209,Dubawi,000a0115e2,コンデュイットConduit(愛),2005190006,Dhelaal,000a011c7c,グローバルピース,2001104218
スマイルマーク,2020103447,ルーラーシップ,2007103143,スマイルミーティア,2012104633,キングカメハメハ,2001103460,チチカステナンゴChichicastenango(仏),000a011135,エアグルーヴ,1993109154,サンデースマイルIISundaySmile(英),000a01165a
ブルーステラ,2020107152,パイロPyro(米),000a01176a,トーホウシャイン,2003106291,Pulpit,000a002133,スペシャルウィーク,1995103211,WildVision,000a011794,ホークズフォーチュンHawk'sFortune(米),000a00670f
ショーエース,2020100746,リオンディーズ,2013105915,マスターチアフル,2006100383,キングカメハメハ,2001103460,ボストンハーバーBostonHarbor(米),000a00007c,シーザリオ,2002100844,ホッコービューティ,1994109428
ライヴソルト,2020104113,ダノンレジェンド,2010110102,サトノハニー,2012102875,MachoUno(米),000a010d0c,ディープインパクト,2002100816,マイグッドネス,000a011dc6,フェスティバル,1999100306
モーメントキャッチ,2020104725,モーリス,2011100655,シュシュブリーズ,2011103661,スクリーンヒーロー,2004103328,フジキセキ,1992109618,メジロフランシス,2001102948,ブリズデロートンヌ,2005102122
キョウエイルーマー,2020109074,キョウエイギア,2013109168,レディアマポーラ,2002101141,ディープスカイ,2005101358,パントレセレブルPeintreCelebre(米),000a000271,ローレルアンジュ,1999109402,カルメンジョオー,1991102263
フェスティヴチャン,2020105851,ノヴェリストNovellist(愛),000a012230,フジチャン,2008103672,Monsun,000a010db6,ネオユニヴァース,2000101426,NightLagoon,000a01222f,アイドリカIdrica(英),000a006649
アイゼンヴァンド,2020107021,バンブーエール,2003104100,キョウエイボヌール,2011106588,アフリートAfleet(加),000a000013,ゴールドアリュール,1999106689,レインボーウッドRainbowWood(英),000a006590,カネショウメロン,2004102378
トーセンクオーレ,2020102517,マクマホンMacMahon(伊),000a0143ac,トーセンロザリオ,2015110067,Ramonti(仏),000a012a24,Galileo(愛),000a00232b,MissSultin,000a014390,DanceForFun,000a011f4e
コウテツレディー,2020104335,スクリーンヒーロー,2004103328,サウンドオブハート,2009103696,グラスワンダー,1995108676,アグネスタキオン,1998101516,ランニングヒロイン,1993109144,シンメイミネルバ,1997109364
マイプリンセス,2020103763,ダンカークDunkirk(米),000a012185,ジェンハオサイマ,2003101044,Unbridled'sSong(米),000a002071,コマンダーインチーフCommanderinChief(英),000a0000b0,SecretStatus,000a0121a5,ビトウィーンザヘッジズBetweentheHedges(米),000a006450
イサイ,2020105000,シルバーステート,2013105903,フォーシンズFourSins(独),000a011533,ディープインパクト,2002100816,Sinndar,000a002329,シルヴァースカヤSilverskaya(米),000a0117fe,FourRoses,000a0114cc
ロードレガリス,2015102390,ハーツクライ,2001103038,レディマーメイド,2002110047,サンデーサイレンスSundaySilence(米),000a00033a,FusaichiPegasus,000a0022cf,アイリッシュダンス,1990104626,MotherofPearl,000a00fd31
ロードリバーサル,2016101147,ハーツクライ,2001103038,エルテアトロ,2007102802,サンデーサイレンスSundaySilence(米),000a00033a,キングカメハメハ,2001103460,アイリッシュダンス,1990104626,ステラマドリッドStellaMadrid(米),000a0065b4
メイショウムラクモ,2018103139,ネオユニヴァース,2000101426,ノースパストラル,2010102087,サンデーサイレンスSundaySilence(米),000a00033a,キングヘイロー,1995104427,ポインテッドパスPointedPath(英),000a000285,ブランピュール,2000103419
マテンロウスパーク,2017102031,ハーツクライ,2001103038,アルシッペAlcippe(米),000a0114e6,サンデーサイレンスSundaySilence(米),000a00033a,SeekingtheGold,000a001bea,アイリッシュダンス,1990104626,Smolensk,000a011492
ノボベルサイユ,2018103138,リオンディーズ,2013105915,ノボプレシャス,2009101099,キングカメハメハ,2001103460,ゴールドアリュール,1999106689,シーザリオ,2002100844,ノボサンシャイン,1998110151
マリオキュート,2020101154,ハービンジャーHarbinger(英),000a011996,ヤマトマリオン,2003104871,Dansili,000a010a5f,オペラハウスOperaHouse(英),000a000d77,PenangPearl,000a011903,ヤマトプリティ,1994107267
カレンノンノ,2020102825,ハービンジャーHarbinger(英),000a011996,カレンケカリーナ,2010103791,Dansili,000a010a5f,ハーツクライ,2001103038,PenangPearl,000a011903,センスオブアート,2002110033
ペイシャメガミ,2020100691,バゴBago(仏),2001190004,イセノメガミ,2008100749,Nashwan,000a001ce7,ネオユニヴァース,2000101426,Moonlight'sBox,000a010527,ソーラーヴィジョン,2002105067
ルクスシュナイダー,2020104303,シニスターミニスターSinisterMinister(米),000a011099,スマートアルファ,2013104484,OldTrieste,000a00fdb3,アグネスデジタル,1997110025,SweetMinister,000a01101c,ディスイズザライフ,2003105082
ストレイトアウェイ,2020100164,ロードカナロア,2008103552,フラーティングアウェイFlirtingAway(米),000a0143c6,キングカメハメハ,2001103460,DistortedHumor(米),000a0022ea,レディブラッサム,1996107173,Sherriff'sDeputy,000a011740
ウマオト,2020106057,ホッコータルマエ,2009100921,レディエマ,2014106496,キングカメハメハ,2001103460,オンファイア,2003102809,マダムチェロキー,2001105650,パリスセイリュウ,2002102055
ロンスアンドロンス,2020103908,マツリダゴッホ,2003104570,ズブロッカ,2005100230,サンデーサイレンスSundaySilence(米),000a00033a,アグネスデジタル,1997110025,ペイパーレインPaperRain(米),000a00679d,タニノシスター,1993104185
ロードスパイラル,2020100144,キタサンブラック,2012102013,エンジェリックレイ,2010101354,ブラックタイド,2001103312,ダイワメジャー,2001103114,シュガーハート,2005106935,レディバラード,1997110261
ノンズブレス,2019102457,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,デイジーギャル,2010101957,A.P.Indy,000a001d37,ブラックタイド,2001103312,DreamSupreme,000a011eae,オオシマセリーヌ,2001105154
テーオーディエス,2018106305,ラブリーデイ,2010104298,ティノ,2013105694,キングカメハメハ,2001103460,キンシャサノキセキ,2003110212,ポップコーンジャズ,2000101560,ライプオレンジ,1995108022
テリーヌ,2018104340,ダノンシャーク,2008105554,ピサノグレース,2005103167,ディープインパクト,2002100816,フレンチデピュティFrenchDeputy(米),000a00013a,カーラパワーCarlaPower(英),000a00689c,ブルックリンハイツ,1996102497
シルヴァーソニック,2016104946,ЅЊЅыЅеЅЇЁМЅєЅы,2008102636,ЅЈЅЂЅШЅЅЁМЅь,1997103456,ЅЙЅЦЅЄЅДЁМЅыЅЩ,1994108729,ЅШЅЫЁМЅгЅѓTonyBin(АІ),1983109006,ЅЊЅъЅЈЅѓЅПЅыЅЂЁМЅШ,1997103540,ЅЙЅ­ЁМЅбЅщЅРЅЄЅЙSkiParadise(ЪЦ),1990109701
ボルドグフーシュ,2019104909,スクリーンヒーロー,2004103328,ボルドグザグBoldogsag(仏),000a0120eb,グラスワンダー,1995108676,Layman,000a012049,ランニングヒロイン,1993109144,BelgaWood,000a012065
エンドロール,2019103081,ガルボ,2007101163,トゥファーアウェイ,2011105750,マンハッタンカフェ,1998101554,チチカステナンゴChichicastenango(仏),000a011135,ヤマトダマシイ,1997100148,クレープシュゼット,2004101942
トーセンカンビーナ,2016104990,ディープインパクト,2002100816,カンビーナCambina(愛),000a0124c6,サンデーサイレンスSundaySilence(米),000a00033a,HawkWing,000a010d4d,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Await,000a0123f8
ララクリュサオル,2016110070,Speightstown(米),000a011200,Lindy,000a013cad,GoneWest,000a001be1,WarFront,000a011d00,SilkenCat,000a01120c,DatttsLadyDi,000a013cac
サトノジヴェルニー,2017110041,Siyouni,000a012056,BaldeLaRose,000a014091,Pivotal,000a002328,CadeauxGenereux,000a001e13,Sichilla,000a0120a4,LadyVettori,000a012918
クリノビッグサージ,2016109066,スマートファルコン,2005100097,ドルフィンルージュ,2008104046,ゴールドアリュール,1999106689,ティンバーカントリーTimberCountry(米),000a00035e,ケイシュウハーブ,1988102419,ドルフィンスルー,1999110283
ショウナンアストラ,2018105611,キズナ,2010105827,チョコレートリリー,2010104501,ディープインパクト,2002100816,ウォーエンブレムWarEmblem(米),000a00fa35,キャットクイルCatequil(加),000a00646f,ラフィンムード,2001103159
フィードバック,2016104963,ブラックタイド,2001103312,エンドレスビジネス,2003102647,サンデーサイレンスSundaySilence(米),000a00033a,エンドスウィープEndSweep(米),000a00010f,ウインドインハーヘアWindinHerHair(愛),000a0003a2,ベンチャービジネス,1996110033
ゲインスプレマシー,2016104517,ルーラーシップ,2007103143,スカーレットレディ,1995107900,キングカメハメハ,2001103460,サンデーサイレンスSundaySilence(米),000a00033a,エアグルーヴ,1993109154,スカーレットローズ,1987105592
フジブルーダイヤ,2020104227,サトノダイヤモンド,2013106101,バクシンヒロイン,2004104423,ディープインパクト,2002100816,サクラバクシンオー,1989108341,マルペンサMalpensa(亜),000a011cdc,カズサヒロイン,1995100475
フッカツラヴ,2020104808,コパノリッキー,2010106548,イメージング,2013105475,ゴールドアリュール,1999106689,ワークフォースWorkforce(英),000a011a7f,コパノニキータ,2001107110,シャトヤンシー,2004103190
ロゴマジック,2020106223,ロゴタイプ,2010103783,エボニーアイボリー,2014105550,ローエングリン,1999106738,ファルブラヴFalbrav(愛),1998190004,ステレオタイプ,2002100573,セラフィーヌ,2007102813
ミツカネプリンス,2017101597,キンシャサノキセキ,2003110212,フェリアード,1996107636,フジキセキ,1992109618,ステートリードンStatelyDon(米),000a00032c,ケルトシャーンKeltshaan(米),000a006843,ユキグニYukiguni(米),000a0061bf
インディペンデント,2018101329,モーリス,2011100655,フェスティヴマロン,2004100468,スクリーンヒーロー,2004103328,クロフネ,1998110135,メジロフランシス,2001102948,アローム,1990104521
ミラクルブラウン,2020100480,ミッキーロケット,2013106099,スタンリープール,2013106061,キングカメハメハ,2001103460,キンシャサノキセキ,2003110212,マネーキャントバイミーラヴMoneycantbuymelove(愛),000a011a65,ブロードアピール,1994109547
カタリナマリー,2020102569,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,チャームザワールド,2015104085,A.P.Indy,000a001d37,ロードカナロア,2008103552,DreamSupreme,000a011eae,オリエントチャーム,2002100477
ジュエルアズギフト,2020101248,サトノダイヤモンド,2013106101,ラヴアズギフト,2007110024,ディープインパクト,2002100816,Tiznow,000a00fa4b,マルペンサMalpensa(亜),000a011cdc,ファストアズライト,1999110124
ドンタッチミー,2020106163,エイシンフラッシュ,2007102951,ヤマホトトギス,2011106308,キングズベストKing'sBest(米),000a0022d2,サクラプレジデント,2000102261,ムーンレディMoonlady(独),000a010eb7,ホクトガーランド,1995101103
ダルマジュン,2020106965,アドマイヤムーン,2003102991,オルレアンノオトメ,2007104109,エンドスウィープEndSweep(米),000a00010f,チーフベアハートChiefBearhart(加),1993190010,マイケイティーズ,1998101750,マイネカプリース,1998105689
トゥルーキーノ,2020106716,トーセンラー,2008102985,ルシアンネイル,2012103643,ディープインパクト,2002100816,タニノギムレット,1999100226,プリンセスオリビアPrincessOlivia(米),000a010abb,ズブロッカ,2005100230
キラールージュ,2020104079,サトノアラジン,2011104063,キャンディウォー,2012102822,ディープインパクト,2002100816,WarFront,000a011d00,マジックストームMagicStorm(米),000a01116e,モントレーストリートMontereyStreet(米),000a011e07
キイチゴ,2020100507,エイシンヒカリ,2011101273,エーシンヘラ,2010110006,ディープインパクト,2002100816,モンジューMontjeu(愛),1996190001,キャタリナ,000a00b4d3,DancingLady,000a011c13
ミラクルレインボー,2020101249,ロゴタイプ,2010103783,レインボーハート,2007102954,ローエングリン,1999106738,エアジハード,1995107978,ステレオタイプ,2002100573,メディアウォーズ,1998101652
カシノフォワード,2018101679,ゴスホークケン,2005110186,セトウチダイヤ,2006100938,Bernstein,000a010bae,タイキシャトル,1994109686,オールザウェイベイビー,000a010fb1,テレサザティーチャTheresatheTeacha(米),000a010559
キングスフィリア,2018105556,キングカメハメハ,2001103460,マエストラーレ,2006102778,Kingmambo(米),000a001d7e,ネオユニヴァース,2000101426,マンファスManfath(愛),000a00680e,オータムブリーズ,1998101687
スエトニウス,2019110014,CarpeDiem,000a014112,ダンスウィズキトゥン,000a0143eb,Giant'sCauseway(米),000a0022e1,Kitten'sJoy(米),000a0119b3,RebridledDreams,000a012e89,MadameDuLac,000a0143ea
トウシンイマジ,2019104041,Mukhadram(英),000a012228,アタブAtab(愛),000a01447f,Shamardal,000a010c92,NewApproach,000a011656,MagicTree,000a012227,Moon'sWhisper,000a0143a0
ダイヤプリーモ,2020101266,ゴールドシップ,2009102739,レッツグルーヴ,2010103877,ステイゴールド,1994108729,フレンチデピュティFrenchDeputy(米),000a00013a,ポイントフラッグ,1998106155,フィールグルービー,1998101633
コパノイノリ,2020104826,コパノリッキー,2010106548,ルーシーイズマイン,2012104445,ゴールドアリュール,1999106689,ネオユニヴァース,2000101426,コパノニキータ,2001107110,ライカート,2004102749
エプルシャージュ,2020103401,Justify(米),000a013f2d,シャンパンルーム,000a014fce,ScatDaddy(米),000a0114fe,BrokenVow,000a0101a0,StageMagic,000a013f2c,ラッキートゥビーミーLuckytoBeMe(米),000a013db2
ミッキースペース,2020106897,ミッキーロケット,2013106099,ミッキーグッドネス,2013106298,キングカメハメハ,2001103460,ディープインパクト,2002100816,マネーキャントバイミーラヴMoneycantbuymelove(愛),000a011a65,マイグッドネス,000a011dc6
ロンリープラネット,2020101233,パイロPyro(米),000a01176a,アースリヴィング,2006110122,Pulpit,000a002133,Yonaguska,000a010be8,WildVision,000a011794,Etoufee,000a011239
オスマン,2020104278,ベストウォーリア,2010110127,セレスティーヌ,2012104270,マジェスティックウォリアーMajesticWarrior(米),000a011e9c,ハーツクライ,2001103038,フラーテイシャスミス,000a011eaf,セリメーヌCelimene(米),000a011a9a
ロードヴェロシティ,2020106500,アメリカンペイトリオット,000a013bba,スクリプティド,2015101611,WarFront,000a011d00,キングズベストKing'sBest(米),000a0022d2,LifeWellLived,000a013bb9,ショートハンドShorthand(英),000a0114ae
クラウンエンペラー,2020101427,ロゴタイプ,2010103783,シーブライド,2015100492,ローエングリン,1999106738,エイシンフラッシュ,2007102951,ステレオタイプ,2002100573,トウカイティアラ,1996101540
メロディックスカイ,2020106070,カレンブラックヒル,2009106230,トスカーナ,2008105797,ダイワメジャー,2001103114,Medicean,000a010a19,チャールストンハーバーCharlestonHarbor(米),000a00fe53,ロワージRowaasi(英),000a0111f5
モーニングビーチ,2020105317,ビーチパトロールBeachPatrol(米),000a0141f9,モーニングテラス,2014104097,LemonDropKid,000a0022d0,ディープスカイ,2005101358,BashfulBertie,000a0141f8,ライステラス,2008104574
ヒメカミノテング,2020101722,サトノクラウン,2012104668,ファミリズム,2006102974,Marju,000a001fb6,ダンスインザダーク,1993109188,ジョコンダIIJioconda(愛),000a011cf6,セニョラージェSeigniorage(米),000a006793
ギンギラリン,2020109075,パドトロワ,2007102760,オーバーザレインボ,2008101530,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,ダンスインザダーク,1993109188,グランパドドゥ,1997103458,クリノトップレディ,1997100658
キーオブハート,2020104633,キンシャサノキセキ,2003110212,キャントミスCan'tMiss(米),000a013ebb,フジキセキ,1992109618,Congrats(米),000a010687,ケルトシャーンKeltshaan(米),000a006843,StormKey,000a013e59
イサムサットン,2020104630,コパノリッキー,2010106548,ナムラジュエル,2008100751,ゴールドアリュール,1999106689,マーベラスサンデー,1992103687,コパノニキータ,2001107110,ネクストタイム,1995100850
ウインペルセ,2020106822,トゥザワールド,2011103975,インフィジャール,2009100726,キングカメハメハ,2001103460,ステイゴールド,1994108729,トゥザヴィクトリー,1996107386,ジャスーラーJasoorah(愛),000a0067d5
ランプロファイア,2019105409,モーリス,2011100655,プロクリス,2011104095,スクリーンヒーロー,2004103328,キングカメハメハ,2001103460,メジロフランシス,2001102948,ライラプス,2002101006
ミヤコノアカリ,2018103007,オルフェーヴル,2008102636,エビスオール,2005110059,ステイゴールド,1994108729,ChiefSeattle,000a010bca,オリエンタルアート,1997103540,AuctionCat,000a0109c4
オーエンズテソーロ,2019104345,ラブリーデイ,2010104298,スリーアフロディテ,2009105449,キングカメハメハ,2001103460,スズカマンボ,2001103890,ポップコーンジャズ,2000101560,アイライクスズカ,2001107201
ヴォルケニック,2019101910,ディスクリートキャットDiscreetCat(米),000a0113a1,フラマブル,2013100635,Forestry,000a002270,パイロPyro(米),000a01176a,PrettyDiscreet,000a0113bb,モケットMoquette(米),000a0114e5
メイショウボサツ,2017106125,エピファネイア,2010104155,ユメノオーラ,2003102024,シンボリクリスエス,1999110099,マイネルラヴ,1995108558,シーザリオ,2002100844,レッダンゴールド,1997100562
